,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1139,2148,1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,19.65,1919,0,0.0,0.0,0.0,1.0
1140,6727,0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,88.95,304,0,0.0,1.0,0.0,0.0
1141,1123,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,20.2,6500,0,0.0,0.0,0.0,1.0
1142,1688,1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,75.2,5890,0,0.0,1.0,0.0,0.0
1143,1677,1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,56.8,147,0,0.0,1.0,0.0,0.0
1144,573,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,35.55,3033,1,0.0,0.0,1.0,0.0
1145,2461,0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,75.5,1961,0,1.0,0.0,0.0,0.0
1146,986,1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,35.6,144,0,0.0,0.0,0.0,1.0
1147,279,0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,60.25,1197,0,0.0,0.0,1.0,0.0
1148,5572,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,95.15,1567,1,0.0,0.0,1.0,0.0
1149,6249,1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,96.65,305,1,0.0,0.0,0.0,1.0
1150,6227,0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,40.35,1163,0,0.0,0.0,1.0,0.0
1151,6350,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,18.85,1343,0,0.0,0.0,1.0,0.0
1152,3019,1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,54.85,3191,0,0.0,0.0,0.0,1.0
1153,6205,0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,64.3,2956,0,0.0,0.0,0.0,1.0
1154,5894,0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,24.65,267,0,1.0,0.0,0.0,0.0
1155,4877,1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,76.1,4402,0,0.0,1.0,0.0,0.0
1156,421,0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,18.7,13,0,0.0,0.0,0.0,1.0
1157,3739,0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,97.95,4871,0,0.0,1.0,0.0,0.0
1158,3793,0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,94.1,4545,0,0.0,1.0,0.0,0.0
1159,2869,0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,80.4,1875,1,0.0,0.0,1.0,0.0
1160,4427,0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,95.1,1962,0,0.0,0.0,1.0,0.0
1161,4149,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,31.35,2697,1,0.0,0.0,0.0,1.0
1162,6582,0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,72.35,4220,0,1.0,0.0,0.0,0.0
1163,84,0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,89.75,102,1,1.0,0.0,0.0,0.0
1164,3353,0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,82.7,4806,0,1.0,0.0,0.0,0.0
1165,4593,1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,19.9,4304,0,0.0,1.0,0.0,0.0
1166,5068,0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,1,53.8,2445,0,0.0,0.0,1.0,0.0
1167,2936,1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,51.55,538,0,0.0,1.0,0.0,0.0
1168,3948,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,19.65,1487,0,0.0,0.0,0.0,1.0
1169,883,1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,44.05,2610,0,0.0,1.0,0.0,0.0
1170,6445,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,114.0,6054,0,0.0,0.0,1.0,0.0
1171,4450,1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,94.4,4646,1,0.0,0.0,1.0,0.0
1172,1124,0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,100.4,2800,0,0.0,0.0,1.0,0.0
1173,63,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,19.85,1491,1,0.0,0.0,1.0,0.0
1174,4974,0,0,0,0,14,1,2,0,0,2,0,0,0,0,1,1,54.25,5884,0,0.0,0.0,0.0,1.0
1175,928,0,0,0,0,13,1,2,1,2,0,0,0,0,0,0,1,80.0,61,0,0.0,1.0,0.0,0.0
1176,2806,0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,109.9,5310,1,0.0,1.0,0.0,0.0
1177,2041,0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,79.2,3111,0,0.0,0.0,0.0,1.0
1178,77,1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,101.35,993,1,0.0,0.0,1.0,0.0
1179,3885,1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,94.3,3378,0,0.0,0.0,1.0,0.0
1180,3413,1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,49.8,1575,0,1.0,0.0,0.0,0.0
1181,5957,1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,60.05,432,1,1.0,0.0,0.0,0.0
1182,2210,1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,53.75,2777,0,0.0,0.0,1.0,0.0
1183,607,0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,93.45,4117,0,0.0,0.0,1.0,0.0
1184,3260,1,0,1,1,18,1,0,1,2,0,2,0,2,0,0,1,87.9,908,0,0.0,0.0,0.0,1.0
1185,4024,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,60.15,4912,1,0.0,0.0,1.0,0.0
1186,5452,0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,61.05,3013,0,1.0,0.0,0.0,0.0
1187,5750,0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,104.05,5736,0,1.0,0.0,0.0,0.0
1188,47,0,0,0,0,35,1,0,1,0,0,2,2,2,2,1,1,99.25,3060,0,0.0,0.0,1.0,0.0
1189,2754,1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,85.7,2217,0,0.0,1.0,0.0,0.0
1190,4832,1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,104.85,3326,0,0.0,0.0,1.0,0.0
1191,5847,1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,69.15,2137,0,0.0,1.0,0.0,0.0
1192,1085,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,90.45,4864,1,0.0,0.0,1.0,0.0
1193,3720,0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,74.45,3045,0,0.0,0.0,0.0,1.0
1194,6333,0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,50.45,5848,0,0.0,0.0,1.0,0.0
1195,3115,0,1,1,0,20,1,0,0,0,2,0,0,0,2,0,1,60.0,473,0,0.0,0.0,1.0,0.0
1196,307,1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,85.25,4595,0,0.0,0.0,1.0,0.0
1197,6317,1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,19.45,2948,0,0.0,1.0,0.0,0.0
1198,3937,0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,20.75,6189,0,1.0,0.0,0.0,0.0
1199,5066,0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,78.9,637,0,0.0,0.0,1.0,0.0
1200,3818,1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,104.5,3242,0,0.0,1.0,0.0,0.0
1201,4825,0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,49.4,4991,0,0.0,0.0,1.0,0.0
1202,2759,1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,94.25,4108,1,1.0,0.0,0.0,0.0
1203,6416,0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,25.0,914,0,0.0,0.0,0.0,1.0
1204,4826,1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,25.55,3953,0,0.0,1.0,0.0,0.0
1205,4511,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,74.9,5724,1,0.0,0.0,1.0,0.0
1206,4309,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,70.15,1542,0,0.0,0.0,1.0,0.0
1207,5,0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,69.4,4713,0,0.0,1.0,0.0,0.0
1208,3904,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,80.25,6017,1,0.0,0.0,1.0,0.0
1209,5884,1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,93.15,4399,0,0.0,0.0,1.0,0.0
1210,6924,1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,69.0,284,1,0.0,0.0,1.0,0.0
1211,948,0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,66.35,5729,1,0.0,0.0,1.0,0.0
1212,2997,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,69.55,4365,0,0.0,0.0,1.0,0.0
1213,4958,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,20.2,757,0,1.0,0.0,0.0,0.0
1214,6955,1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,86.0,961,1,1.0,0.0,0.0,0.0
1215,6975,0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,80.3,2160,1,0.0,0.0,1.0,0.0
1216,27,1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,20.4,180,0,0.0,1.0,0.0,0.0
1217,532,1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,23.75,829,0,0.0,1.0,0.0,0.0
1218,5662,1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,90.55,1922,1,0.0,1.0,0.0,0.0
1219,1575,0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,70.45,3662,0,0.0,1.0,0.0,0.0
1220,596,1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,65.75,215,0,1.0,0.0,0.0,0.0
1221,2124,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,24.6,1495,0,0.0,0.0,0.0,1.0
1222,6419,1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,69.25,3773,0,0.0,0.0,0.0,1.0
1223,1106,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,75.9,794,1,0.0,0.0,1.0,0.0
1224,2211,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,45.85,3825,1,0.0,0.0,0.0,1.0
1225,4662,0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,49.95,6061,1,0.0,0.0,1.0,0.0
1226,5062,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,24.65,1383,0,1.0,0.0,0.0,0.0
1227,6014,1,0,0,0,30,1,2,1,2,2,2,0,0,0,1,0,90.4,2442,0,1.0,0.0,0.0,0.0
1228,1379,0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,100.85,4088,0,0.0,0.0,0.0,1.0
1229,6405,1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,75.35,3997,0,0.0,1.0,0.0,0.0
1230,101,1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,87.2,3435,0,0.0,0.0,1.0,0.0
1231,259,1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,64.4,727,0,0.0,1.0,0.0,0.0
1232,1147,1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,78.3,2219,1,0.0,0.0,1.0,0.0
1233,890,0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,24.7,1180,0,1.0,0.0,0.0,0.0
1234,3154,1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,105.85,4802,0,0.0,0.0,1.0,0.0
1235,1055,1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,98.3,4957,0,0.0,0.0,0.0,1.0
1236,4126,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,76.95,1918,1,0.0,0.0,1.0,0.0
1237,1912,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,19.45,2348,0,0.0,0.0,0.0,1.0
1238,3951,0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,96.15,952,1,0.0,0.0,1.0,0.0
1239,203,0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,58.7,1171,0,0.0,1.0,0.0,0.0
1240,1436,1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,20.15,4470,0,0.0,0.0,0.0,1.0
1241,56,1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,64.5,1464,0,0.0,0.0,0.0,1.0
1242,455,0,0,1,0,21,0,1,0,2,0,0,0,0,0,0,0,28.5,5081,0,0.0,0.0,1.0,0.0
1243,3944,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,45.3,3816,1,0.0,0.0,1.0,0.0
1244,1513,0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,19.4,2494,1,1.0,0.0,0.0,0.0
1245,4616,1,1,1,0,23,1,0,1,0,0,0,0,2,2,0,1,90.45,1745,0,0.0,0.0,1.0,0.0
1246,6620,0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,105.15,4001,0,0.0,0.0,1.0,0.0
1247,3971,0,0,1,1,24,1,2,1,0,2,2,0,0,0,1,0,83.15,1667,0,1.0,0.0,0.0,0.0
1248,5204,0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,90.15,6506,1,0.0,0.0,1.0,0.0
1249,1956,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,45.05,3811,1,0.0,0.0,0.0,1.0
1250,4809,0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,103.2,4744,0,1.0,0.0,0.0,0.0
1251,5381,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,75.8,5777,1,0.0,0.0,1.0,0.0
1252,5406,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,19.45,1483,0,0.0,0.0,1.0,0.0
1253,1362,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,79.3,4382,1,0.0,0.0,1.0,0.0
1254,6499,0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,88.8,4060,0,0.0,1.0,0.0,0.0
1255,2835,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,30.9,4841,1,0.0,0.0,1.0,0.0
1256,1515,0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,85.9,4993,0,0.0,1.0,0.0,0.0
1257,494,0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,34.2,1051,0,0.0,0.0,1.0,0.0
1258,3928,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,20.15,89,0,0.0,0.0,0.0,1.0
1259,2933,0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,95.25,3762,1,0.0,1.0,0.0,0.0
1260,7040,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,50.3,6371,0,0.0,0.0,0.0,1.0
1261,3328,0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,80.15,1543,0,0.0,0.0,1.0,0.0
1262,4702,0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,51.25,4995,0,0.0,0.0,1.0,0.0
1263,4839,0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,89.6,5000,1,1.0,0.0,0.0,0.0
1264,4430,1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,95.2,5300,0,0.0,1.0,0.0,0.0
1265,681,1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,94.8,4403,0,0.0,1.0,0.0,0.0
1266,862,0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,80.25,2635,0,0.0,0.0,1.0,0.0
1267,1788,1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,76.1,4069,0,1.0,0.0,0.0,0.0
1268,1658,1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,110.15,5184,1,0.0,0.0,1.0,0.0
1269,6007,1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,115.55,5604,0,1.0,0.0,0.0,0.0
1270,6209,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,24.65,1027,0,0.0,1.0,0.0,0.0
1271,3209,0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,53.6,2486,0,0.0,0.0,1.0,0.0
1272,864,1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,19.45,6240,0,0.0,0.0,0.0,1.0
1273,6817,1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,88.2,3555,0,0.0,0.0,1.0,0.0
1274,5111,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,101.15,5285,0,1.0,0.0,0.0,0.0
1275,3596,0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,56.8,2707,0,0.0,0.0,0.0,1.0
1276,4980,0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,99.4,5608,0,0.0,0.0,1.0,0.0
1277,3392,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,20.1,591,0,0.0,1.0,0.0,0.0
1278,3322,1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,60.7,1868,0,0.0,1.0,0.0,0.0
1279,2411,1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,20.95,4194,0,1.0,0.0,0.0,0.0
1280,1645,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,114.85,6145,0,1.0,0.0,0.0,0.0
1281,6712,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,19.25,5372,0,1.0,0.0,0.0,0.0
1282,4442,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,62.8,5042,0,0.0,0.0,0.0,1.0
1283,3065,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,105.5,5795,0,0.0,0.0,1.0,0.0
1284,6149,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,19.85,349,0,0.0,0.0,0.0,1.0
1285,6450,1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,89.5,5353,1,0.0,0.0,1.0,0.0
1286,6346,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,74.1,5714,0,0.0,1.0,0.0,0.0
1287,6223,0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,107.5,2822,0,0.0,0.0,1.0,0.0
1288,1792,1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,19.55,440,0,0.0,0.0,0.0,1.0
1289,7025,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,68.8,3504,0,1.0,0.0,0.0,0.0
1290,2174,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,84.45,4840,0,0.0,1.0,0.0,0.0
1291,5669,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,75.0,5109,1,0.0,0.0,1.0,0.0
1292,5951,0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,84.5,4349,0,1.0,0.0,0.0,0.0
1293,2106,1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,111.2,5787,0,1.0,0.0,0.0,0.0
1294,3547,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,44.75,2352,1,0.0,0.0,1.0,0.0
1295,4432,0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,80.6,4537,0,1.0,0.0,0.0,0.0
1296,4786,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,80.7,1077,0,1.0,0.0,0.0,0.0
1297,4396,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,75.6,3439,0,0.0,0.0,1.0,0.0
1298,4248,0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,57.6,662,0,0.0,0.0,1.0,0.0
1299,3186,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,44.05,4080,1,0.0,0.0,1.0,0.0
1300,885,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,110.6,5997,0,0.0,1.0,0.0,0.0
1301,6896,0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,58.2,3269,0,0.0,1.0,0.0,0.0
1302,2260,0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,81.0,3063,0,0.0,0.0,0.0,1.0
1303,29,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,19.7,723,0,1.0,0.0,0.0,0.0
1304,6025,1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,85.6,627,1,1.0,0.0,0.0,0.0
1305,3490,0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,59.55,1122,0,1.0,0.0,0.0,0.0
1306,115,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,115.55,6075,1,0.0,1.0,0.0,0.0
1307,1261,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,75.55,2332,0,0.0,0.0,0.0,1.0
1308,2353,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,86.6,514,1,0.0,0.0,1.0,0.0
1309,5561,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,85.2,992,1,0.0,0.0,1.0,0.0
1310,4536,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,97.65,2787,1,0.0,0.0,1.0,0.0
1311,2768,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,45.1,1680,0,0.0,1.0,0.0,0.0
1312,1133,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,70.95,3137,0,1.0,0.0,0.0,0.0
1313,4679,1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,109.55,4313,1,0.0,0.0,1.0,0.0
1314,6930,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,89.55,3010,1,0.0,0.0,1.0,0.0
1315,3649,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,20.9,1652,0,0.0,1.0,0.0,0.0
1316,6893,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,19.95,865,0,0.0,0.0,0.0,1.0
1317,6533,0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,24.6,6241,0,0.0,0.0,0.0,1.0
1318,1284,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,66.7,4773,0,0.0,0.0,1.0,0.0
1319,1172,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,19.45,1483,1,0.0,0.0,0.0,1.0
1320,6321,1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,94.8,2723,0,0.0,0.0,0.0,1.0
1321,2206,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,65.85,3360,0,1.0,0.0,0.0,0.0
1322,70,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,19.95,1443,0,1.0,0.0,0.0,0.0
1323,3183,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,24.65,1210,0,1.0,0.0,0.0,0.0
1324,24,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,20.35,5822,1,0.0,0.0,0.0,1.0
1325,5121,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,69.25,5443,1,0.0,0.0,1.0,0.0
1326,4742,0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,51.25,1769,0,1.0,0.0,0.0,0.0
1327,3359,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,99.5,4885,1,1.0,0.0,0.0,0.0
1328,4589,0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,54.25,407,0,0.0,0.0,1.0,0.0
1329,2748,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,19.4,893,0,1.0,0.0,0.0,0.0
1330,450,1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,56.25,533,0,0.0,1.0,0.0,0.0
1331,5336,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,25.15,2150,0,0.0,0.0,0.0,1.0
1332,3256,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,23.95,1215,0,1.0,0.0,0.0,0.0
1333,74,1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,35.4,1270,0,0.0,0.0,0.0,1.0
1334,1203,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,25.2,2151,1,0.0,0.0,1.0,0.0
1335,3267,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,45.0,6467,1,0.0,0.0,0.0,1.0
1336,2623,0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,75.35,220,0,1.0,0.0,0.0,0.0
1337,4446,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,20.4,4974,0,1.0,0.0,0.0,0.0
1338,1303,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,20.15,1609,1,0.0,0.0,0.0,1.0
1339,2698,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,105.0,5596,1,0.0,1.0,0.0,0.0
1340,945,0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,56.05,0,0,0.0,1.0,0.0,0.0
1341,6529,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,54.7,1187,1,0.0,1.0,0.0,0.0
1342,1355,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,20.0,748,0,0.0,0.0,0.0,1.0
1343,5463,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,73.05,3966,0,0.0,1.0,0.0,0.0
1344,366,0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,20.5,4662,0,0.0,0.0,0.0,1.0
1345,1574,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,100.75,4901,0,0.0,1.0,0.0,0.0
1346,1966,0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,87.25,471,1,0.0,0.0,1.0,0.0
1347,3889,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,19.95,3213,0,0.0,0.0,0.0,1.0
1348,812,1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,79.95,6233,1,0.0,0.0,1.0,0.0
1349,1797,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,49.65,2210,0,0.0,0.0,1.0,0.0
1350,2877,0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,65.65,3677,0,0.0,0.0,0.0,1.0
1351,5163,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,20.45,2162,0,0.0,0.0,1.0,0.0
1352,5488,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,60.95,3877,0,1.0,0.0,0.0,0.0
1353,5030,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,20.35,652,0,0.0,0.0,1.0,0.0
1354,6625,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,88.35,1111,1,0.0,0.0,1.0,0.0
1355,3989,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,19.5,1311,0,0.0,0.0,1.0,0.0
1356,111,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,75.2,5116,0,0.0,1.0,0.0,0.0
1357,5073,1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,111.45,4445,0,1.0,0.0,0.0,0.0
1358,6530,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,70.15,5695,0,0.0,0.0,0.0,1.0
